u:\PHYS 402\Lab 1 (D7)\day2data6.txt

DAQ PROGRAM: DGMC2.prj 


Date: 
09-08-2020
Time: 
11:37:15
Total Number of Data Points:     
350
Stepper Motor Step Size (Cycles):
1
Stepper Motor Step Size (Steps): 
40
Stepper Motor Step Size (cm):    
2.0

W(A) 	Robs 	WNum 
        4651.65	      27.122642	    1172.848126
        4653.15	       22.40566	    1179.778189
        4655.15	      38.325472	    1189.011325
        4657.15	      27.122642	    1198.236532
        4659.15	          31.25	    1207.453818
         4661.2	      30.660377	    1216.893328
        4663.15	      33.608491	    1225.864671
        4665.15	       20.04717	    1235.058258
        4667.15	      30.660377	    1244.243966
        4669.15	      25.353774	    1253.421805
        4671.15	       20.04717	    1262.591784
        4673.15	      28.891509	    1271.753914
        4675.15	      16.509434	    1280.908205
        4677.15	      41.273585	    1290.054668
        4679.15	      23.584906	    1299.193311
         4681.2	      28.301887	    1308.552316
        4683.15	      24.764151	    1317.447181
        4685.15	      25.353774	    1326.562428
        4687.15	      29.481132	    1335.669896
        4689.15	      34.198113	    1344.769594
        4691.15	      39.504717	    1353.861534
        4693.15	      45.400943	    1362.945725
        4695.15	      49.528302	    1372.022176
        4697.15	      43.632075	    1381.090898
        4699.15	      35.966981	    1390.151901
        4701.15	      24.174528	    1399.205194
        4703.15	      27.122642	    1408.250787
        4705.15	      17.099057	    1417.288691
        4707.15	      15.919811	    1426.318914
         4709.1	      28.891509	    1435.115996
        4711.15	      14.740566	    1444.356359
         4713.1	      29.481132	    1453.138512
         4715.1	      33.018868	    1462.138304
         4717.1	      28.891509	    1471.130463
         4719.1	      28.301887	    1480.115001
        4721.15	      18.278302	    1489.316252
         4723.1	      26.533019	    1498.061249
         4725.1	      14.150943	    1507.022979
         4727.1	      21.816038	    1515.977126
         4729.1	      31.839623	    1524.923699
         4731.1	      22.995283	    1533.862707
         4733.1	      25.943396	    1542.794162
         4735.1	      27.712264	    1551.718071
         4737.1	      23.584906	    1560.634446
         4739.1	      24.764151	    1569.543294
        4741.15	       20.04717	    1578.667063
        4743.15	      34.198113	    1587.560701
        4745.15	      38.325472	    1596.446842
        4747.15	      35.377358	    1605.325495
         4749.1	      27.122642	    1613.974982
        4751.15	      33.608491	    1623.060377
        4753.15	      33.018868	    1631.916624
        4755.15	      25.943396	    1640.765422
        4757.15	      17.688679	    1649.606779
        4759.15	      17.688679	    1658.440705
         4761.2	      26.533019	    1667.487777
        4763.15	      28.301887	    1676.086301
        4765.15	      19.457547	     1684.89799
        4767.15	      32.429245	    1693.702285
        4769.15	      30.660377	    1702.499196
        4771.15	      32.429245	    1711.288732
        4773.15	      39.504717	    1720.070902
        4775.15	      45.990566	    1728.845716
        4777.15	      41.273585	    1737.613182
        4779.15	      43.042453	     1746.37331
         4781.2	      34.787736	    1755.344835
         4783.2	      34.787736	    1764.090132
        4785.15	      26.533019	    1772.609758
        4787.15	      33.608491	    1781.340625
        4789.15	      34.787736	    1790.064201
         4791.2	          31.25	    1798.998307
        4793.15	      24.764151	    1807.489511
        4795.15	      21.226415	    1816.191265
        4797.15	      21.816038	    1824.885763
        4799.15	      24.174528	    1833.573014
         4801.2	      30.070755	    1842.469935
        4803.15	      17.688679	    1850.925812
        4805.15	      23.584906	    1859.591377
        4807.15	      21.816038	    1868.249732
        4809.15	      24.764151	    1876.900885
        4811.15	      35.966981	    1885.544846
         4813.1	      23.584906	    1893.965791
         4815.1	      22.995283	    1902.595572
         4817.1	      32.429245	    1911.218188
         4819.1	      35.377358	    1919.833646
        4821.15	      45.400943	    1928.657073
