u:\PHYS 402\Lab 1 (D7)\day2data1(notgood).txt

DAQ PROGRAM: DGMC2.prj 


Date: 
09-08-2020
Time: 
10:16:39
Total Number of Data Points:     
351
Stepper Motor Step Size (Cycles):
1
Stepper Motor Step Size (Steps): 
40
Stepper Motor Step Size (cm):    
2.0

W(A) 	Robs 	WNum 
         4649.6	      38.915094	    1163.369809
        4651.15	      50.707547	    1170.537112
        4653.15	      33.608491	    1179.778189
        4655.15	      27.122642	    1189.011325
        4657.15	      58.962264	    1198.236532
        4659.15	      68.396226	    1207.453818
         4661.2	      51.886792	    1216.893328
        4663.15	          31.25	    1225.864671
        4665.15	      45.400943	    1235.058258
        4667.15	      38.915094	    1244.243966
        4669.15	      33.018868	    1253.421805
         4671.2	      28.301887	    1262.820933
        4673.15	      43.632075	    1271.753914
        4675.15	      33.608491	    1280.908205
        4677.15	      23.584906	    1290.054668
        4679.15	      28.891509	    1299.193311
         4681.2	      47.759434	    1308.552316
        4683.15	      27.122642	    1317.447181
        4685.15	      39.504717	    1326.562428
        4687.15	      34.787736	    1335.669896
         4689.2	      48.938679	    1344.996987
         4691.2	      33.608491	    1354.088733
        4693.15	      20.636792	    1362.945725
        4695.15	      45.990566	    1372.022176
        4697.15	      37.735849	    1381.090898
        4699.15	      35.377358	    1390.151901
         4701.2	      24.174528	    1399.431428
        4703.15	      34.787736	    1408.250787
        4705.15	      17.099057	    1417.288691
        4707.15	      28.891509	    1426.318914
        4709.15	       20.04717	    1435.341467
        4711.15	      41.273585	    1444.356359
        4713.15	       42.45283	      1453.3636
        4715.15	      40.683962	    1462.363201
        4717.15	      31.839623	     1471.35517
         4719.1	      27.122642	    1480.115001
        4721.15	      35.966981	    1489.316252
        4723.15	      64.858491	    1498.285385
         4725.1	      70.754717	    1507.022979
        4727.15	      67.216981	    1516.200882
         4729.1	      31.839623	    1524.923699
        4731.15	       40.09434	    1534.086086
         4733.1	      44.221698	    1542.794162
         4735.1	      50.117925	    1551.718071
         4737.1	      39.504717	    1560.634446
         4739.1	      33.018868	    1569.543294
        4741.15	      47.169811	    1578.667063
        4743.15	      35.966981	    1587.560701
        4745.15	      16.509434	    1596.446842
        4747.15	      28.891509	    1605.325495
        4749.15	      61.320755	     1614.19667
        4751.15	      34.787736	    1623.060377
        4753.15	      38.915094	    1631.916624
        4755.15	      38.915094	    1640.765422
        4757.15	      39.504717	    1649.606779
        4759.15	      33.018868	    1658.440705
         4761.2	      20.636792	    1667.487777
        4763.15	      31.839623	    1676.086301
        4765.15	      31.839623	     1684.89799
         4767.2	      45.990566	    1693.922298
        4769.15	      41.863208	    1702.499196
         4771.2	      36.556604	    1711.508376
        4773.15	      39.504717	    1720.070902
        4775.15	      56.014151	    1728.845716
        4777.15	      33.018868	    1737.613182
        4779.15	       51.29717	     1746.37331
         4781.2	      39.504717	    1755.344835
        4783.15	       53.65566	    1763.871589
        4785.15	      55.424528	    1772.609758
        4787.15	      35.966981	    1781.340625
        4789.15	      29.481132	    1790.064201
         4791.2	      35.966981	    1798.998307
        4793.15	      63.679245	    1807.489511
        4795.15	      27.122642	    1816.191265
        4797.15	      35.966981	    1824.885763
        4799.15	      38.915094	    1833.573014
         4801.2	      30.660377	    1842.469935
        4803.15	       40.09434	    1850.925812
        4805.15	      33.608491	    1859.591377
        4807.15	      37.146226	    1868.249732
        4809.15	      38.915094	    1876.900885
        4811.15	      34.198113	    1885.544846
        4813.15	       51.29717	    1894.181623
        4815.15	      34.198113	    1902.811225
         4817.1	      22.995283	    1911.218188
        4819.15	      50.707547	    1920.048941
        4821.15	           62.5	    1928.657073
         4823.1	      26.533019	    1937.043128
         4825.1	      28.301887	    1945.637168
         4827.1	       22.40566	    1954.224088
         4829.1	      28.891509	    1962.803894
        4831.15	      29.481132	    1971.590824
         4833.1	      30.070755	    1979.942205
         4835.1	      24.764151	    1988.500727
        4837.15	      50.117925	    1997.265867
        4839.15	          93.75	    2005.810066
        4841.15	          93.75	    2014.347205
        4843.15	      81.367925	    2022.877293
        4845.15	     106.132075	     2031.40034
        4847.15	     119.103774	    2039.916353
        4849.15	      59.551887	    2048.425341
        4851.15	     152.712264	    2056.927313
        4853.15	     157.429245	    2065.422277
        4855.15	     139.740566	    2073.910243
        4857.15	     122.641509	    2082.391219
        4859.15	      136.20283	    2090.865214
         4861.2	     151.533019	    2099.543822
        4863.15	      87.264151	    2107.792293
        4865.15	     153.891509	    2116.245394
        4867.15	      88.443396	    2124.691549
        4869.15	     140.330189	    2133.130765
         4871.2	      136.20283	     2141.77377
         4873.2	      76.650943	    2150.198962
         4875.2	     114.976415	    2158.617241
        4877.15	     123.820755	    2166.818416
        4879.15	     104.363208	    2175.223067
         4881.2	          125.0	    2183.830687
        4883.15	      90.801887	    2192.011716
        4885.15	     151.533019	    2200.395731
        4887.15	     162.146226	    2208.772884
        4889.15	     152.712264	    2217.143182
         4891.2	     100.825472	    2225.715635
        4893.15	      90.801887	    2233.863253
        4895.15	     120.872642	    2242.213041
        4897.15	     155.660377	    2250.556009
        4899.15	       53.65566	    2258.892166
         4901.2	       73.70283	    2267.429665
        4903.15	     144.457547	    2275.544076
        4905.15	      16.509434	    2283.859847
        4907.15	      41.273585	     2292.16884
        4909.15	      77.830189	    2300.471062
        4911.15	      85.495283	    2308.766523
        4913.15	      71.933962	    2317.055229
         4915.1	     105.542453	    2325.130224
        4917.15	      91.981132	    2333.612415
         4919.1	     104.363208	    2341.674279
        4921.15	      80.188679	    2350.142684
         4923.1	     100.235849	    2358.191451
         4925.1	      79.009434	    2366.439976
         4927.1	      67.216981	    2374.681804
         4929.1	      83.136792	    2382.916944
        4931.15	      66.037736	     2391.35103
         4933.1	     100.825472	    2399.367192
         4935.1	      97.287736	    2407.582316
         4937.1	     116.745283	    2415.790784
        4939.15	      81.367925	    2424.197565
        4941.15	      68.396226	     2432.39258
        4943.15	      88.443396	    2440.580963
        4945.15	      86.084906	    2448.762723
        4947.15	      90.212264	    2456.937868
        4949.15	     119.693396	    2465.106405
         4951.2	     122.641509	    2473.472307
        4953.15	      78.419811	     2481.42369
        4955.15	      99.646226	    2489.572453
        4957.15	     130.306604	    2497.714641
         4959.2	     102.004717	    2506.053569
         4961.2	     132.665094	    2514.182466
        4963.15	     142.688679	    2522.101833
