u:\PHYS 402\Lab 1 (D7)\day2data5.txt

DAQ PROGRAM: DGMC2.prj 


Date: 
09-08-2020
Time: 
11:19:50
Total Number of Data Points:     
350
Stepper Motor Step Size (Cycles):
1
Stepper Motor Step Size (Steps): 
40
Stepper Motor Step Size (cm):    
2.0

W(A) 	Robs 	WNum 
        4651.65	      34.198113	    1172.848126
        4653.15	      35.377358	    1179.778189
        4655.15	      25.353774	    1189.011325
        4657.15	      21.226415	    1198.236532
        4659.15	      26.533019	    1207.453818
         4661.2	      16.509434	    1216.893328
        4663.15	      27.122642	    1225.864671
        4665.15	      22.995283	    1235.058258
        4667.15	          31.25	    1244.243966
        4669.15	      26.533019	    1253.421805
         4671.2	      24.174528	    1262.820933
        4673.15	      24.174528	    1271.753914
        4675.15	      27.122642	    1280.908205
        4677.15	      38.915094	    1290.054668
        4679.15	      18.867925	    1299.193311
         4681.2	      18.278302	    1308.552316
        4683.15	      22.995283	    1317.447181
        4685.15	      23.584906	    1326.562428
        4687.15	      20.636792	    1335.669896
        4689.15	      30.070755	    1344.769594
         4691.2	      25.353774	    1354.088733
        4693.15	      41.863208	    1362.945725
        4695.15	       40.09434	    1372.022176
        4697.15	      34.198113	    1381.090898
        4699.15	      26.533019	    1390.151901
         4701.2	      27.122642	    1399.431428
        4703.15	      22.995283	    1408.250787
        4705.15	      27.712264	    1417.288691
        4707.15	      28.301887	    1426.318914
        4709.15	      25.353774	    1435.341467
        4711.15	      13.561321	    1444.356359
         4713.1	      24.174528	    1453.138512
         4715.1	      21.816038	    1462.138304
         4717.1	      20.636792	    1471.130463
         4719.1	      26.533019	    1480.115001
        4721.15	      15.330189	    1489.316252
         4723.1	      24.764151	    1498.061249
         4725.1	      21.226415	    1507.022979
         4727.1	      23.584906	    1515.977126
         4729.1	      29.481132	    1524.923699
        4731.15	       11.20283	    1534.086086
         4733.1	      20.636792	    1542.794162
         4735.1	      18.278302	    1551.718071
         4737.1	      24.174528	    1560.634446
         4739.1	      17.688679	    1569.543294
        4741.15	      25.943396	    1578.667063
        4743.15	      17.688679	    1587.560701
        4745.15	      25.943396	    1596.446842
        4747.15	      27.122642	    1605.325495
        4749.15	      24.764151	     1614.19667
        4751.15	      25.353774	    1623.060377
        4753.15	      20.636792	    1631.916624
        4755.15	      17.688679	    1640.765422
        4757.15	      14.740566	    1649.606779
        4759.15	      12.382075	    1658.440705
        4761.15	      28.301887	    1667.267209
        4763.15	      21.226415	    1676.086301
        4765.15	      21.226415	     1684.89799
        4767.15	      19.457547	    1693.702285
        4769.15	      24.174528	    1702.499196
         4771.2	      20.636792	    1711.508376
        4773.15	      20.636792	    1720.070902
        4775.15	      17.688679	    1728.845716
        4777.15	       22.40566	    1737.613182
        4779.15	      23.584906	     1746.37331
         4781.2	      36.556604	    1755.344835
        4783.15	      25.943396	    1763.871589
        4785.15	          31.25	    1772.609758
         4787.2	      25.943396	    1781.558804
        4789.15	      18.278302	    1790.064201
         4791.2	       22.40566	    1798.998307
        4793.15	      22.995283	    1807.489511
        4795.15	      23.584906	    1816.191265
        4797.15	      18.278302	    1824.885763
        4799.15	      20.636792	    1833.573014
         4801.2	      12.382075	    1842.469935
        4803.15	      17.099057	    1850.925812
        4805.15	      20.636792	    1859.591377
        4807.15	      14.150943	    1868.249732
        4809.15	      24.764151	    1876.900885
        4811.15	      24.764151	    1885.544846
         4813.1	       20.04717	    1893.965791
         4815.1	      24.764151	    1902.595572
        4817.15	      23.584906	    1911.433661
         4819.1	      26.533019	    1919.833646
        4821.15	      34.787736	    1928.657073
         4823.1	      43.632075	    1937.043128
         4825.1	      25.353774	    1945.637168
         4827.1	      35.966981	    1954.224088
         4829.1	          31.25	    1962.803894
        4831.15	      27.712264	    1971.590824
         4833.1	      33.018868	    1979.942205
         4835.1	      16.509434	    1988.500727
        4837.15	      17.688679	    1997.265867
        4839.15	      18.278302	    2005.810066
        4841.15	      25.353774	    2014.347205
        4843.15	      25.353774	    2022.877293
        4845.15	      20.636792	     2031.40034
        4847.15	      18.278302	    2039.916353
         4849.1	      18.278302	    2048.212702
        4851.15	       22.40566	    2056.927313
        4853.15	       22.40566	    2065.422277
        4855.15	      14.740566	    2073.910243
        4857.15	      21.816038	    2082.391219
        4859.15	      21.816038	    2090.865214
         4861.2	      14.740566	    2099.543822
        4863.15	      24.764151	    2107.792293
        4865.15	      22.995283	    2116.245394
        4867.15	      14.740566	    2124.691549
        4869.15	       22.40566	    2133.130765
         4871.2	      25.353774	     2141.77377
        4873.15	      14.740566	    2149.988416
